nome	concello	parroquia	lugar	id_ipaga	cod_impres	tipoloxia	xenerico	ficha	x	y	lon_wgs84	lat_wgs84	observacio
Igrexa de Meirás (Parroquial de San Vincente)	Valdoviño	Meirás (San Vicente)	Penela, A	-	Valdoviño_25057	Igrexa	-	Meirás – 1	565158	4825992	-8.19291223416399	43.58404751368724	Edificio de antiga escola no adro
Igrexa de San Martiño de Valdetires	Valdoviño	Meirás (San Vicente)	Feal, O	GA15087033	Valdoviño_25059	Mámoa	-	-	564353	4825742	-8.202906967768326	43.58186389546189	
Instalacións militares na Frouxeira	Valdoviño	Meirás (San Vicente)	Lavacerido	-	Valdoviño_25065		-	-	565445	4829800	-8.18889714488792	43.61830669060875	
Mámoa de Coto da Fraga 1	Valdoviño	Pantín (Santiago)	Cardosa, A	GA15087035	Valdoviño_25067	Mámoa	-	-	573100	4831042	-8.093870333894918	43.62877534072657	
Mámoa de Coto da Fraga 2	Valdoviño	Pantín (Santiago)	Cardosa, A	GA15087036	Valdoviño_25068	Mámoa	-	-	572911	4830650	-8.096261067263583	43.625262213712574	
Mámoa de Liñeiro	Valdoviño	Vilarrube (San Martiño)	Liñeiro	GA15087026	Valdoviño_25069	Mámoa	-	-	575026	4829892	-8.070149872043354	43.61822965242841	Elemento desprazado 36 m no POL con respecto a localización no PBA
Mámoa de Loira	Valdoviño	Loira (San Pedro)	Calvario, O	GA15087025	Valdoviño_25070	Mámoa	-	-	572918	4828627	-8.096451014104767	43.60704957345368	
Mámoa de Pena Moura	Valdoviño	Vilarrube (San Martiño)	Folgueiras, As	GA15087031	Valdoviño_25071	Mámoa	-	-	576624	4830467	-8.050266230012467	43.6232429879672	
Mámoa de Portonovo 1	Valdoviño	Valdoviño (Santaia)	Rocha, A	GA15087027	Valdoviño_25072	Mámoa	-	-	570914	4824267	-8.121845269096255	43.56798799037207	
Mámoa de Portonovo 2	Valdoviño	Valdoviño (Santaia)	Rocha, A	GA15087028	Valdoviño_25073	Mámoa	-	-	570802	4824387	-8.123220214033397	43.56908564383795	
Mámoa de Rioboo 1/Mámoa de Canteiros 1	Valdoviño	Meirás (San Vicente)	Canteiros, Os	GA15087018	Valdoviño_25074	Mámoa	-	-	564494	4824649	-8.20129105753339	43.572014263769375	SI.2021.178: Duplicado
Mámoa de Rioboo 2/Mámoa de Canteiros 2/M moas do Val	Valdoviño	Meirás (San Vicente)	Riobó	GA15087019	Valdoviño_25075	Mámoa	-	-	564633	4824737	-8.199558404399172	43.572796295406846	SI.2021.178: Duplicado
Mámoa do Castro	Valdoviño	Lago (Santiago)	Canteiro, O	GA15087021	Valdoviño_25076	Mámoa	-	-	566760	4826632	-8.172991391447814	43.58967114968943	
Mámoa do Monte de Pena Moura 1	Valdoviño	Valdoviño (Santaia)	Vacariza, A	GA15087029	Valdoviño_25077	Mámoa	-	-	570550	4825295	-8.126224573179053	43.577282619502974	Elemento desprazado 23 m no POL con respecto a localización no PBA
Mámoa do Monte de Pena Moura 2	Valdoviño	Valdoviño (Santaia)	Malde	GA15087030	Valdoviño_25078	Mámoa	-	-	570715	4825790	-8.124118309173	43.58171866276163	SI.2021.178: Corrixida localización
Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)	Vacariza, A	GA15087034	Valdoviño_25079	Mámoa	-	-	570384	4825375	-8.128269502838254	43.57801699616052	
O Castrillón	Valdoviño	Meirás (San Vicente)	Riobó	GA15087002	Valdoviño_25081	Castro	-	Arqueoloxía - 02	564906	4825056	-8.196140240247656	43.57563888498038	
O Castro	Valdoviño	Lago (Santiago)	Castro, O	GA15087011	Valdoviño_25082	Castro	-	Arqueoloxía - 11	566905	4826912	-8.17116511354815	43.59217497513028	
O Foro	Valdoviño	Valdoviño (Santaia)	Casas Novas, As	GA15087032	Valdoviño_25083	Outros xacementos	-	-	569834	4826027	-8.134991433538612	43.58393586240731	
Os Castros	Valdoviño	Pantín (Santiago)	Loira, A	GA15087005	Valdoviño_25084	Castro	-	Arqueoloxía - 05	573107	4832242	-8.093620081527554	43.639579102678184	Elemento desprazado 100 m no POL con respecto a localización no planeamento
Porto de Meirás	Valdoviño	Meirás (San Vicente)	Carballoso, O	GA15087017	Valdoviño_25090	Medieval	-	Arqueoloxía - 17	565250	4829041	-8.19140505875158	43.61149392500149	
Zona arqueolóxica da Igrexa e Castro de Santo Tomás de Taraza	Valdoviño	Meirás (San Vicente)	Padín	GA15087020	Valdoviño_25091	Castro	-	-	565572	4826897	-8.187677498290292	43.59215509043921	
