spec_brightness	spec_shape_std	spec_swir_vis_ratio	spec_rededge_slope	spec_dates	osm_id	site_class	name	dates_used	ndvi_median	ndvi_std_over_time	ndvi_min	ndvi_max	ndvi_range	core_contrast_median	core_contrast_abs_max
2358.925	0.024165143923242555	1.414478527180148	894.5625	8.0	332278595	castro	Castro de São Caetano	8	0.3414437174797058	0.09154987464652105	0.07063709199428558	0.3613266944885254	0.2906896024942398	-0.008423030376434326	0.0368267297744751
2432.45625	0.04190607760255831	1.7666280934728806	1743.0	8.0	332399998	castro	Monte do Castro	8	0.4733833074569702	0.015226076498142687	0.4470851421356201	0.49685436487197876	0.04976922273635864	-0.12654419243335724	0.16012397408485413
3409.86875	0.024340752288109255	0.9392400171015677	1223.0625	8.0	337834014	castro	Castelo de Portomeiro	8	0.4309501647949219	0.14211306582673194	0.0020270277746021748	0.44956618547439575	0.4475391576997936	-0.04272747039794922	0.05352005362510681
2530.175	0.039910087365483314	1.7928196388845108	1687.3125	8.0	346092369	castro	Castro de Soutelo	8	0.4796636402606964	0.05446193188278756	0.3581700921058655	0.5213733911514282	0.16320329904556274	-0.006779327988624573	0.021807551383972168
3020.16875	0.042258262546026236	1.5887040675407051	2163.4375	8.0	363397371	castro	Castro da Portela	8	0.5274387300014496	0.08246579011404737	0.2874888777732849	0.5624606609344482	0.27497178316116333	0.05031871795654297	0.07184970378875732
2421.875	0.04390612296193308	1.632857817956887	1916.1875	8.0	346092370	castro	Castro de Mesía	8	0.5103371143341064	0.0433618732021091	0.41723841428756714	0.5391190052032471	0.12188059091567993	-0.04438941180706024	0.05182883143424988
2377.74375	0.04440660280901426	1.3005241695793037	1972.875	8.0	351963981	castro	Castro de Bordelle	8	0.5259633660316467	0.1235198356971018	0.15608960390090942	0.5441439747810364	0.38805437088012695	0.015675842761993408	0.01956164836883545
2695.66875	0.039860515079519196	1.853544711420934	1815.6875	8.0	363823066	castro	Castro de Cestaños	8	0.4716673344373703	0.013076079099544408	0.45546507835388184	0.4910120964050293	0.03554701805114746	0.0095750093460083	0.0269930362701416
2603.425	0.033957299775864404	1.7317300753338492	1399.8125	8.0	363823073	castro	Castro de Parada	8	0.4321790039539337	0.07023203820945503	0.22913089394569397	0.4626903533935547	0.23355945944786072	0.005152270197868347	0.025618165731430054
2646.825	0.03777121365170214	1.7208599034134562	1636.6875	8.0	363823074	castro	Castro do Pumariño	8	0.4747078865766525	0.06655317027413192	0.2830483019351959	0.5057305097579956	0.22268220782279968	0.0018035918474197388	0.04344874620437622
2837.53125	0.0392497019114496	1.7012676287101185	1865.0	8.0	363823075	castro	Castro da Medorra de Gavión	8	0.5032915323972702	0.08596888803319501	0.24758878350257874	0.5257314443588257	0.27814266085624695	0.026320815086364746	0.030028045177459717
2716.59375	0.03972990420376102	1.7373386179817656	1782.625	8.0	364032612	castro	Castro do Dono	8	0.47646334767341614	0.0332796279877847	0.40974003076553345	0.5054683685302734	0.09572833776473999	0.06037817895412445	0.0714288055896759
2502.66875	0.04065539075549544	1.646671627986539	1751.625	8.0	62941352	mound	A Pena Molexa	8	0.5036295354366302	0.0977544451680123	0.21117961406707764	0.5213894844055176	0.31020987033843994	-0.04075305163860321	0.05320960283279419
2840.36875	0.028684281252528455	1.4290660891815372	1239.8125	8.0	173993062	mound	Mámoa Auga Apozada-Nenos	8	0.4080408215522766	0.09191445810450798	0.13282841444015503	0.42374175786972046	0.29091334342956543	0.0006893426179885864	0.024992287158966064
2101.3625	0.030536675296352143	1.7374062158287418	948.0	8.0	165545723	mound	Mamoas do Mezio	8	0.33216749131679535	0.006880702840255689	0.3217264711856842	0.3448547422885895	0.023128271102905273	0.005784645676612854	0.030937761068344116
2458.35	0.015980664773683647	1.4602443288433065	452.0625	8.0	203378621	mound	Mámoa de San Cibrao 5	8	0.1104825995862484	0.018625199099893328	0.057188279926776886	0.11910894513130188	0.061920665204524994	0.1608409807085991	0.18416815996170044
2615.7875	0.019176479469946498	1.3337495255193452	792.5	8.0	237686211	mound		8	0.18872880935668945	0.010002719847631684	0.16844698786735535	0.19375239312648773	0.025305405259132385	0.1584251970052719	0.19184209406375885
2890.46875	0.03705785475714972	1.6261352744583606	1846.375	8.0	312307690	mound	Mámoa de Santa Margarida	8	0.4853558987379074	0.08815390662751776	0.22267097234725952	0.502848744392395	0.2801777720451355	0.012036800384521484	0.027150005102157593
2196.30625	0.03565865774598575	1.4886094704224475	1368.5625	8.0	291619253	mound	Círculo Lítico da Roda	8	0.42035889625549316	0.08985896932748003	0.16924023628234863	0.45491552352905273	0.2856752872467041	-0.08166971802711487	0.10726869106292725
2190.06875	0.037142488389611414	1.4141781288426378	1473.6875	8.0	413317377	mound	Túmulo 14 de Montes do Gato	8	0.4339904189109802	0.07626598172492541	0.22432920336723328	0.4834226369857788	0.25909343361854553	-0.0017964839935302734	0.024944663047790527
2145.66875	0.033718195068582736	1.4754694691482813	1254.9375	8.0	413317376	mound	Túmulo 12 de Montes do Gato	8	0.41374656558036804	0.0664236985965424	0.2358652651309967	0.4536796808242798	0.21781441569328308	-0.0431632399559021	0.1035970151424408
2315.79375	0.03286960519777254	1.6712739832058656	1192.125	8.0	372279820	mound	Túmulo 1 de Montes do Gato	8	0.37368856370449066	0.020561717282156403	0.33966296911239624	0.4071403741836548	0.06747740507125854	0.008036434650421143	0.0357816219329834
2151.1	0.034416405682285	1.6597647749911981	1266.75	8.0	317236422	mound	Corro dos Mouros	8	0.389421746134758	0.01532307347934126	0.35220980644226074	0.3990860879421234	0.04687628149986267	-0.009838685393333435	0.01182401180267334
2204.725	0.03745689878825085	1.6244725731945506	1452.875	8.0	459465434	mound	Mámoa da Chaeira (36)	8	0.4110100269317627	0.020385551272225917	0.38837355375289917	0.4497113823890686	0.061337828636169434	0.0270158052444458	0.06687647104263306
