bank_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_url	record_url	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	positive_confidence	morphology_proxy	terrain_context_proxy	proxy_tags	review_priority	review_reason	training_use	generated_at
pos-es-pba-1186	ES	Galicia	A Coruña	A Baña	A Ermida (San Salvador)	Cruceiro, O	Castelo de Rodado/Castro de Gosende	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	85	1186	GA15007091		-		-8.802837179521353	42.99406417811803	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-1187	ES	Galicia	A Coruña	A Baña	A Baña (San Vicenzo)	Castro, O	Castro da Baña	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1	1187	GA15007001		-		-8.763157440610867	42.951214194085864	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-1188	ES	Galicia	A Coruña	A Baña	Cabanas (San Miguel)	Cabanas	Castro de Cabanas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	10	1188	GA15007010		-		-8.709822331556436	42.981405714419054	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-1189	ES	Galicia	A Coruña	A Baña	Lañas (Santa Baia)	Castro, O	Castro de Lañas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	15	1189	GA15007015		-		-8.698925908000925	42.962733010192004	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-1190	ES	Galicia	A Coruña	A Baña	A Baña (San Vicenzo)	Liñares	Castro de Liñares	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	29	1190	GA15007029		-		-8.770921671560563	42.9730523002687	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-1191	ES	Galicia	A Coruña	A Baña	Suevos (San Mamede)	Choupana, A	Castro de Suevos	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	28	1191	GA15007028		-		-8.76266816647361	42.99010033040039	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-1222	ES	Galicia	A Coruña	A Baña	Troitosende (Santa María)	Portochán	Castro de Troitosende	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	5	1222	GA15007005		-		-8.666008413969054	42.93821223248304	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-1223	ES	Galicia	A Coruña	A Baña	Lañas (Santa Baia)	Vilar da Torre	Castro de Vilar da Torre	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	14	1223	GA15007014		-		-8.711272322229936	42.94340598042183	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-3443	ES	Galicia	A Coruña	A Capela	Caaveiro (San Boulo)	Porta, A	Castro da Porta/Castro do Cruceiro da Porta	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1-16	3443	GA15018001		-		-8.038523386590047	43.45780615212061	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-3570	ES	Galicia	A Coruña	A Capela	Caaveiro (San Boulo)	Ameneiro, O	Mámoa de Castro Pepín 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1-13	3570	GA15018005		-		-7.9999990098048395	43.46820166773202	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-3599	ES	Galicia	A Coruña	A Capela	Caaveiro (San Boulo)	Ameneiro, O	Mámoa de Castro Pepín 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1-14	3599	GA15018025		-		-7.999391117173554	43.46743914032811	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-3600	ES	Galicia	A Coruña	A Capela	Caaveiro (San Boulo)	Ameneiro, O	Mámoa de Castro Pepín 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1-15	3600	GA15018026		-		-8.00006633236926	43.466905430059086	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7450	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Casa de Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9322208	7450	-		-		-8.39295120648075	43.369595534137595	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7237	ES	Galicia	A Coruña	A Coruña	Visma (San Pedro)	Nostián	Castro de Nostián	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	002	7237	GA15030002		-		-8.45746905297005	43.35110803559331	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7047	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Castro Chané 10	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	08-006	7047	-		-		-8.40543779665466	43.35614539321468	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7048	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Castro Chané 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	08-005	7048	-		-		-8.405006792983873	43.356053106777296	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7049	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Castro Chané 6	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	08-006	7049	-		-		-8.405240540106387	43.35612635858059	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7050	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Castro Chané 8	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	08-006	7050	-		-		-8.40535150788978	43.35613594009878	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-8653	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 1-3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	03-072	8653	-		-		-8.407347235220586	43.365357894821926	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-8174	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 14	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	03-074	8174	-		-		-8.407660576937904	43.36613390380334	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-8175	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 5	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	03-072	8175	-		-		-8.407530954109143	43.3655029184706	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-8176	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 7	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	03-072	8176	-		-		-8.40759204789564	43.36556626633968	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-8177	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 9-11	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	03-072	8177	-		-		-8.407677561887716	43.36565675410782	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7652	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio rúa Rosalía de Castro 6	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	03-073	7652	-		-		-8.40744123360544	43.36584462405814	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7816	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Farois de fundición do Teatro Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	A.14	7816	-		-		-8.39862089475319	43.37040887755544	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7883	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Fonte no Castro de Elviña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7883	-		-		-8.409770324290626	43.33055898045308	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7884	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Fonte no Castro de Elviña 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7884	-		-		-8.410357826013415	43.3284819616915	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7821	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7821	-		HOR		-8.411169499925373	43.33000791084765	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7822	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7822	-		HOR		-8.411119727972357	43.33005267730097	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7823	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7823	-		HOR		-8.409818312756084	43.32942465597413	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7824	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7824	-		HOR		-8.408139035879145	43.32960507382151	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7825	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 5	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7825	-		HOR		-8.40819475439565	43.328948030605055	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7826	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 6	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7826	-		HOR		-8.410457455453399	43.3283834252983	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7827	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 7	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7827	-		HOR		-8.411771889055787	43.327660824905145	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7828	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 8	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7828	-		HOR		-8.411957677423583	43.32758073935819	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7929	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Lavadoiro en Castro de Elviña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7929	-		-		-8.40888635499935	43.33013120193399	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7991	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Lavadoiro no Castro de Elviña 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7991	-		-		-8.409184269437874	43.328665000979356	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7992	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Lavadoiro no Castro de Elviña 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7992	-		-		-8.412564287682459	43.32734973837851	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7993	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Lavadoiro no Castro de Elviña 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7993	-		-		-8.412454509069274	43.32850175613946	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-8060	ES	Galicia	A Coruña	A Coruña	Oza (Santa María)	Corgo, O	O Castrillón	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	8060	GA15030022		-		-8.399233888175992	43.349253605689846	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-7868	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Teatro Rosalía de Castro e Biblioteca da Deputación	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	8823301	7868	-		-		-8.39853609951467	43.37024635106206	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-11387	ES	Galicia	A Coruña	A Laracha	Lestón (San Martiño)	Castro, O	Agra do Castro/Castro de Lestón/Os Castros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA-15041005	11387	GA15041005		-		-8.569654533569624	43.264640149570845	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-11057	ES	Galicia	A Coruña	A Laracha	Vilaño (Santiago)	Pazo, O	Castro Pequeno/Castro das Motas/A Mota	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA-15041009	11057	GA15041009		-		-8.601181211517181	43.24176397879824	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-11223	ES	Galicia	A Coruña	A Laracha	Montemaior (Santa María Madanela)	Pena, A	Castro da Pena/O Petón	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA-15041016	11223	GA15041016		-		-8.576713561026166	43.18284946716882	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
