bank_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_url	record_url	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	positive_confidence	morphology_proxy	terrain_context_proxy	proxy_tags	review_priority	review_reason	training_use	generated_at
pos-es-pba-24709	ES	Galicia	A Coruña	Valdoviño	Valdoviño (Santaia)	Saíña, A	Castro de Punta Frouxeira	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	Arqueoloxía - 09	24709	GA15087009	Castro	-		-8.148872875517807	43.618480398789906	catalogue_point_wgs84	high_official_typology	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24710	ES	Galicia	A Coruña	Valdoviño	Meirás (San Vicente)	Lavacerido	Castro de Punta Taraza	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	Arqueoloxía - 01	24710	GA15087001	Castro	-		-8.198712287595123	43.60215405961929	catalogue_point_wgs84	high_official_typology	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24711	ES	Galicia	A Coruña	Valdoviño	Vilaboa (San Vicente)	Morgadelle	Castro de Vidueiros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	Arqueoloxía - 14	24711	GA15087014	Castro	-		-8.04803489861526	43.597800467565406	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24712	ES	Galicia	A Coruña	Valdoviño	Pantín (Santiago)	Frádegas	Castro de Vilarrube/Os Castros de Ferreirías	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	Arqueoloxía - 06	24712	GA15087006	Castro	-		-8.08589185535877	43.637237042304854	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24738	ES	Galicia	A Coruña	Valdoviño	Valdoviño (Santaia)	Pereiro, O	Castro e Mina do Pereiro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	24738	GA15087023	Castro	-		-8.135936419804226	43.61914947103172	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24851	ES	Galicia	A Coruña	Valdoviño	Lago (Santiago)	Canteiro, O	Mámoa do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	24851	GA15087021	Mámoa	-		-8.172991391447814	43.58967114968943	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24334	ES	Galicia	A Coruña	Valdoviño	Meirás (San Vicente)	Riobó	O Castrillón	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	Arqueoloxía - 02	24334	GA15087002	Castro	-		-8.196140240247656	43.57563888498038	catalogue_point_wgs84	high_official_typology	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24335	ES	Galicia	A Coruña	Valdoviño	Lago (Santiago)	Castro, O	O Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	Arqueoloxía - 11	24335	GA15087011	Castro	-		-8.17116511354815	43.59217497513028	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24337	ES	Galicia	A Coruña	Valdoviño	Pantín (Santiago)	Loira, A	Os Castros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	Arqueoloxía - 05	24337	GA15087005	Castro	-		-8.093620081527554	43.639579102678184	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24370	ES	Galicia	A Coruña	Valdoviño	Meirás (San Vicente)	Padín	Zona arqueolóxica da Igrexa e Castro de Santo Tomás de Taraza	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	24370	GA15087020	Castro	-		-8.187677498290292	43.59215509043921	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24582	ES	Galicia	A Coruña	Vedra	San Pedro de Vilanova (San Pedro)	Castrelo	Castrelo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15089TOP10	24582	TO15089010		-		-8.43053835717513	42.7815951697744	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24583	ES	Galicia	A Coruña	Vedra	Santa Cruz de Ribadulla (Santa Cruz)	Tomonde	Castro de Agronovo/Coto do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15089004	24583	GA15089004		-		-8.414722243020615	42.75753659400164	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24584	ES	Galicia	A Coruña	Vedra	Illobre (Santo André)	Castro, O	Castro de Illobre	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15089005	24584	GA15089005		-		-8.503551519006242	42.799365007281175	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24689	ES	Galicia	A Coruña	Vedra	Vedra (Santa Eulalia)	Marzán de Arriba	Castro de Marzán/Castro Alto/Monte do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15089001	24689	GA15089001		-		-8.479407347766593	42.78538842941089	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint;hilltop_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24690	ES	Galicia	A Coruña	Vedra	Vedra (Santa Eulalia)	Casal de Niño	Castro de Santa Eulalia de Vedra	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	24690	GA15089029		-		-8.474381813910778	42.77530148797064	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-24691	ES	Galicia	A Coruña	Vedra	San Mamede de Ribadulla (San Mamede)	Socastro	Castro de Socastro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15089003	24691	GA15089003		-		-8.437174619163978	42.781126613934454	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26175	ES	Galicia	A Coruña	Vedra	A Ponte Ulla (Santa María Madanela)	Castro, O	O Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15089TOP1	26175	TO15089001		-		-8.40788503165724	42.77514047635424	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26203	ES	Galicia	A Coruña	Vedra	Merín (San Cristovo)	Merín	O Castro/Castro de Merín	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15089002	26203	GA15089002		-		-8.453077371433846	42.769022415303134	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26452	ES	Galicia	A Coruña	Vedra	Merín (San Cristovo)	Merín	Xacemento do Peto/Castro Pequeno	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15089028	26452	GA15089028		-		-8.454175784409403	42.7674220877566	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26251	ES	Galicia	A Coruña	Vilarmaior	Doroña (Santa María)	Castro, O	As Croas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1	26251	GA15091001		-		-8.130013328801592	43.36857841436991	catalogue_point_wgs84	medium_official_name_or_type	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26357	ES	Galicia	A Coruña	Vilarmaior	Vilamateo (Santiago)	Casa do Monte, A	Castro de Goimil	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	27	26357	GA15091027		-		-8.124177370089543	43.32932442951927	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26120	ES	Galicia	A Coruña	Vilarmaior	Torres (San Xorxe)	Pazos	Os Castros, Castro de Torres	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	2	26120	GA15091002		DEF		-8.126173868811232	43.342650856277125	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-25961	ES	Galicia	A Coruña	Vilarmaior	Torres (San Xorxe)	A Laxe	Petróglifo do Castro 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	25961	GA15091061		ARU		-8.125234739793088	43.34195510652398	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-25402	ES	Galicia	A Coruña	Vilarmaior	Torres (San Xorxe)	A Laxe	Petróglifo do Castro 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	25402	GA15091062		ARU		-8.125165693231308	43.342022207488725	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26514	ES	Galicia	A Coruña	Vilasantar	Vilariño (Santa María)	Corredoiras, As	Castro das Corredoiras	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090035	26514	GA15090035		-		-8.08292326007807	43.05412131720126	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26515	ES	Galicia	A Coruña	Vilasantar	Armental (San Martiño)	Castro, O	Castro de Armental	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090027	26515	GA15090027		-		-8.102213035357336	43.07488580283982	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26516	ES	Galicia	A Coruña	Vilasantar	Mezonzo (Santa María)	Cernadas	Castro de Cernadas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090025	26516	GA15090025		-		-8.149800538746472	43.05620903815479	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26517	ES	Galicia	A Coruña	Vilasantar	Barbeito (San Salvador)	Estremil	Castro de Estremil	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	26517	GA15032034	Castro	-		-8.131362020253231	43.09663880452052	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26518	ES	Galicia	A Coruña	Vilasantar	Vilariño (Santa María)	Castro, O	Castro de Follente	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090037	26518	GA15090037		-		-8.046032689468884	43.04786486351328	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26519	ES	Galicia	A Coruña	Vilasantar	San Vicenzo de Curtis (San Vicenzo)	Fortaleza, A	Castro de Gundín	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090032	26519	GA15090032		-		-8.066422809388207	43.0851232613213	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26520	ES	Galicia	A Coruña	Vilasantar	San Vicenzo de Curtis (San Vicenzo)	Casa do Vento, A	Castro de Liñares	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090033	26520	GA15090033		-		-8.06156559463057	43.07689832703069	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-25999	ES	Galicia	A Coruña	Vilasantar	San Vicenzo de Curtis (San Vicenzo)	Mourengos	Castro de Mourengos	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090034	25999	GA15090034		-		-8.067043171752463	43.072818785465	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26000	ES	Galicia	A Coruña	Vilasantar	Barbeito (San Salvador)	Ril	Castro de Ril	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090022	26000	GA15090022		-		-8.148462324364294	43.109907106952164	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26001	ES	Galicia	A Coruña	Vilasantar	Vilariño (Santa María)	Pulguido	Castro de Vilariño	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090036	26001	GA15090036		-		-8.061687784058897	43.058999769404124	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26002	ES	Galicia	A Coruña	Vilasantar	San Vicenzo de Curtis (San Vicenzo)	Xemerás	Castro de Xemerás	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090029	26002	GA15090029		-		-8.08297355981635	43.08956573242018	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26003	ES	Galicia	A Coruña	Vilasantar	Mezonzo (Santa María)	Batán, O	Castro do Batán	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090026	26003	GA15090026		-		-8.141914170369162	43.05973924386056	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26211	ES	Galicia	A Coruña	Vilasantar	Barbeito (San Salvador)	Baiuca, A	O Castro de Parrando	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090021	26211	GA15090021		-		-8.142646939928316	43.109144182297	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26212	ES	Galicia	A Coruña	Vilasantar	Barbeito (San Salvador)	Castro, O	O Castro de Viladarcas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090023	26212	GA15090023		-		-8.137573718815396	43.09293097400489	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26213	ES	Galicia	A Coruña	Vilasantar	Armental (San Martiño)	Cezar	Os Castros de Cezar	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090028	26213	GA15090028		-		-8.085488965831185	43.078375051062736	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-26214	ES	Galicia	A Coruña	Vilasantar	San Vicenzo de Curtis (San Vicenzo)	Peteiro, O	Os Castros de Peteiro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15090030	26214	GA15090030		-		-8.070474974573816	43.10089841606947	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-25554	ES	Galicia	A Coruña	Vimianzo	Salto (Santa María)	Castromil	Capela de Castromil	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	25554	-		-		-9.005594356520573	43.13327548349194	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-25805	ES	Galicia	A Coruña	Vimianzo	Salto (Santa María)	Castro	Casa en Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	25805	-		HOR		-8.99942235882598	43.108043888804595	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-25925	ES	Galicia	A Coruña	Vimianzo	Castrelo (San Martiño)	Cerbán	Casa reitoral de Castrelo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	25925	-		-		-9.047700105178006	43.062721011939665	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
pos-es-pba-25968	ES	Galicia	A Coruña	Vimianzo	Serramo (San Sebastián)	Pinal, O	Castro da Cerca	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	PHA 11	25968	GA15092011		-		-9.008365046082472	43.067589062139376	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z
