theme	query	source	title	year	venue	cited_by	is_oa	doi	pdf_url	language	abstract
gallego_mamoas	megalitismo noroeste peninsular necropolis tumular	crossref	Los procesos de la complejidad social en el Noroeste peninsular: arqueología y fuentes literarias	2004	Trabajos de Prehistoria	2		10.3989/tp.2004.v61.i2.45			 El objetivo de este trabajo es realizar un análisis de las formas de desigualdad social de las sociedades castreñas del Noroeste que tenga en cuenta la diversidad regional así como el papel de la influencia romana anterior a la conquista en el desarrollo de estas comunidades. Para ello se recurre a dos modelos interpretativos: el de los castros segmentarios y el de los grandes asentamientos castreños. Esto permite afirmar que existen diversas formas de articularse las relaciones sociales en el Noroeste prerromano que no son reducibles a modelos uniformes y homogenizadores como los que tradicionalmente se han aplicado. A partir de esta constatación es posible integrar la información en el estudio de las fuentes literarias, de manera convergente con el análisis arqueológico. 
gallego_mamoas	tumulos prehistoricos Galicia distribucion espacial	crossref	Tumulos of Colonial Peru	1985	The Art Bulletin	2		10.2307/3050885			
gallego_mamoas	mamoa tumulo megalitico Galicia dimensiones diametro	crossref	A poesia transcendente de Parnaso de alem-tumulo			1		10.47749/t/unicamp.2001.223055			
gallego_mamoas	megalitismo noroeste peninsular necropolis tumular	openalex	"La Necrópolis del “Corral de Mola” (Uncastillo, Zaragoza) y su contexto en el Ebro Medio durante la Edad del Hierro / The Necropolis of the ""Corral de Mola"" (Uncastillo, Zaragoza) and its context in the Middle Ebro during the Iron Age"	2017	Cuadernos de Prehistoria y Arqueología de la Universidad Autónoma de Madrid	1	yes	10.15366/cupauam2017.43.004	https://revistas.uam.es/cupauam/article/download/9038/9299	es	En este trabajo se presenta el estudio definitivo de la necrópolis tumular de incineración del Corral de Mola en la comarca de las Cinco Villas (Zaragoza). A partir de sus estructuras funerarias y de sus ajuares, se establece su contexto crono-cultural y geográfico, el de la zona occidental del valle medio del Ebro, emparentando dicho yacimiento, así como otros cercanos a él, con el grupo de necrópolis protohistóricas del valle medio del Ebro. Dicho grupo se caracteriza por el uso exclusivo de la cremación, la arquitectura tumular y la riqueza de sus ajuares, especialmente los metálicos y cerámicos. Sus paralelos con las necrópolis navarras, del Ebro medio y aquitanas permiten plantear unas relaciones muy estrechas entre las dos áreas al norte y sur de los pirineos, al menos constatables entre los siglos VII y V a. C., periodo que supone un proceso de jerarquización social y ascenso de determinadas élites que pueden rastrearse a partir de la presencia de algunos enterramientos con ajuares singulares.Palabras clave: Necrópolis, túmulos, incineración, protohistoria, valle medio del Ebro, Aquitania.AbstractIn this paper the definitive study of the tumular cemetery of incineration Corral de Mola in the region of the Cinco Villas (Zaragoza) is presented. From their funerary structures and their grave goods, his chrono-cultural and geographical context, that of the western valley of the Ebro, becoming related that site as well as other close to him, with the group protohistoric necropolis is middle Ebro valley. This group is characterized by the exclusive use of cremation, tumular architecture and its rich grave goods, especially metal and ceramic. Its parallels with the navarran cemeteries, middle Ebro and raise aquitaines allow very close relations between the two areas north and south of the Pyrenees, at least ascertainable between 7th -5th centuries. C., a period that involves a process of social hierarchy and promotion of certain elites that can be traced from the presence of some burials with unique grave goods.Key words: Cemetery, tumuli, incineration, protohistory, middle Ebro valley, Aquitaine.
gallego_mamoas	megalitismo noroeste peninsular necropolis tumular	openalex	Parasitic frequentation or cultural continuity? The re-use of megalithic monuments in the Ancient / Middle Bronze Age of the Mondego’s Platform	2018	Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)	1	yes		http://hdl.handle.net/10451/36451	en	Reuse of the big dolmens, with long and well developed corridors, during the First Bronze Age (Early / Middle Bronze Age – EBA/MBA) has been, for some time, a well known situation in different areas of Portugal, namely in the Mondego’s Platform. Regionally, this type of monuments were usually built in the Late Neolithic and their first use seems to terminate with that period’s end, exceptionally reaching the regional Chalcolithic; in a few known cases the corridor’s entrance was then ritually closed. If the fact of the reuse of big dolmens in the EBA/MBA is well known and generally accepted, the reasons behind this fact remain otherwise very much open to discussion. Is the phenomenon a simple reuse of a funerary space whose functional memory has been preserved or are there, behind it, other reasons associated with the transformations and socio-cultural changes of the transition tothe Bronze Age? These and other questions that are raised by such re-uses are then discussed taking into account recent progresses in our knowledge of the transitional processes between the Chalcolithic and the EBA in Iberia.
gallego_mamoas	megalitismo noroeste peninsular necropolis tumular	crossref	De Gibraltar aos Pirenéus: megalitismo, vida e morte na fachada atlântica peninsular: arqueologia, património e turismo	2024		1		10.51427/10400.5/95883			
gallego_mamoas	megalitismo noroeste peninsular necropolis tumular	crossref	Consideraţii arheologice privind necropola tumulară de la Silvaşu de Jos-„Dealu Ţapului” (oraş Haţeg, jud. Hunedoara) / Archaeological Considerations Regarding the Tumular Necropolis from Silvaşu de Jos-Dealul Ţapului (Haţeg Town, Hunedoara County)	2016	Analele Banatului XXIV 2016	1		10.55201/zxjt4321		en	 The archaeological site from Silvașu de Jos-Dealu Țapului was considered as being a tumular cemetery belonging to the latest phase (III) of the Coțofeni culture. New data obtained during the research campaign from 2015 proved that from the stratigraphical point of view the inhumation grave from mounds M3 is younger than the features belonging to Coțofeni III stage, from the same barrow. The AMS dates obtained from this site (4 belonging to the inhumations graves and 4 to the Coțofeni III features) supports very well these stratigraphical observations. Consequently the Coțofeni III features should be framed between 3322–3062 cal BC and the inhumations graves stage between 2810–2642 cal BC. Thus, based also on the rite and rituals elements, the inhumations graves from Silvașu de Jos barrows can be considered part of the later stage of the Ochre Graves. 
gallego_mamoas	megalitismo noroeste peninsular necropolis tumular	crossref	Un modelo de implantación de Roma en el Noroeste peninsular: la construcción de graneros sobreelevados en los castros	2020	No 4 (2020): Homenaje a la Profesora Carmen Fernández Ochoa	1		10.15366/ane4.ochoa2020.020			 En este artículo analizamos la economía agraria durante el proceso de implantación romana en el noroeste peninsular. A diferencia de lo que evidencian los resultados de los análisis arqueobotánicos, con pocos cambios importantes en la producción cerealista, destacamos un fenómeno muy particular del noroeste peninsular que comprende la construcción de graneros sobreelevados (horrea) en los castros. A partir de este estudio planteamos que esta concentración del excedente agrario es producto de los procedimientos de control, gestión y administración de las reservas dentro de una acción, planificación y programación de Roma en la región noroccidental de Hispania. 
gallego_mamoas	medorra arca dolmen Galicia paisaje megalitico	crossref	La construcción del paisaje cristiano de Galicia: hacia la definición de un modelo de transformación	2015	Estudos do Quaternário / Quaternary Studies	1		10.30893/eq.v0i12.121			" El monoteísmo y el universalismo cristianos llevan implícita su difusión por todas partes. Se convierten las personas y sus prácticas, pero también el orden del tiempo y las percepciones del espacio. En el artículo se estudian los procedimientos seguidos para construir el paisaje cristiano de Galicia. La metodología empleada es una combinación de arqueología del paisaje, arqueoastronomía e historia de las religiones. Se aprecia una reutilización coherente de los paisajes paganos preexistentes, sobre todo de la Edad del Hierro celta, sin que ello suponga una subordinación de la Iglesia sino, por el contrario, un reaprovechamiento del pasado desde una posición dominante.&#x0D;
The making of the galician christian landscape: towards the definition of a model of transformation - Monotheism and Christian universalism aim to be spread everywhere. People and practices become Christian, but also the order of time and the perceptions of space. In our work we study the procedures implemented to build up the Christian landscape of Galicia. The methodology is a combination of landscape archeology, archaeoastronomy and history of religions. We can detect a coherent reuse of pre-existing pagan landscapes, especially those of the Celtic Iron Age, but this does not imply the subordination of the Church but, o the opposite, a reading of previous landscapes from a dominant position. "
gallego_mamoas	mamoa tumulo megalitico Galicia dimensiones diametro	crossref	Il grande tumulo	1966	Books Abroad	0		10.2307/40120650		en	
